SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,0,-0.7887442181708402,1,1,0.5064235190438265,-0.5529436702103556,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,-1.0737665276169381,1,1,1.5001075735399343,-0.7118209504860992,1,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,0,0,0.5549323835036216,1,0,0.4798366547094826,0.5791286871198217,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True
0,0,0,-0.7073092726148122,1,1,1.2159604609666324,-0.32135983794401735,1,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
1,1,0,0.4327799651695797,1,1,0.9816637190202258,0.7377631707738601,0,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
0,0,0,0.2699100740575237,1,1,-0.4972306095776602,-0.13718756417063518,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,0,0,-0.46300443594672824,1,1,-0.15658641029387746,-0.4616521404492447,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,0,0,1.0028245840617755,0,1,-0.3659579669268365,0.40352051236658226,0,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,1,0,0.8399546929497197,1,1,0.9534151756649853,1.143476325643052,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False
0,1,1,-0.5851568542807702,1,1,0.7689688043454739,-0.34495525508972036,0,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0,0,0,-1.2773538915070082,1,1,-0.15326305225208442,-0.9807954624950199,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,1,0,1.0435420568397897,1,1,-0.12335282987594744,0.5283400483431494,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1,0,0,1.5728692029539715,1,0,1.3056911280950434,2.2653512248616154,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
0,0,0,0.1070401829454677,1,1,1.1461699420889795,0.5518471758082324,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
0,0,0,-1.1959189459509803,1,0,0.6958549274260277,-0.8940067064455307,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,0,0,0.2291926012795097,1,1,1.3322779924293873,0.7086717210095603,0,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
0,1,1,0.1070401829454677,1,1,0.145839171509286,0.09192415703834216,0,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False
0,0,0,-1.0330490548389242,1,1,0.8537144344111953,-0.7453710291217105,1,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0.5956498562816357,1,0,0.321977147724315,0.5422677454609592,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True
0,0,0,-0.7480267453928262,1,0,-0.47562878230600547,-0.6694419037884849,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,-0.5037219087247422,1,1,-0.15824808931477388,-0.4514105374973213,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,1,0,1.3692818390639017,1,0,0.6808998162379591,1.4375471793682164,0,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False
0,1,0,-0.7073092726148122,1,1,-1.5058697752618362,-0.8568808957448082,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,0,0,0.39206249239156565,1,1,-1.4626661207185272,-0.6345674799435731,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,1,0,-0.6258743270587842,1,0,0.4698665805841037,-0.4118567605795479,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0.1884751285014957,1,1,1.320646239283112,0.660443482970869,0,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False
0,0,0,-0.8294616909488542,1,1,-0.5105240417448321,-0.7373366681852878,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,0.8399546929497197,1,1,0.9800020399993293,1.1416001699298763,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False
0,0,0,1.1249770023958177,1,0,-1.3214234039423245,-0.3429466648556147,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,1,1,-0.5851568542807702,0,0,-1.303144934712463,-0.8008169485510892,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,-1.2773538915070082,1,1,0.3369322589123836,-0.9742840985492928,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,-1.1959189459509803,1,1,0.17907275192721603,-0.921619304059445,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,-0.9516141092828962,1,1,0.15414756661376852,-0.7550828939899138,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
0,0,0,-1.2773538915070082,1,1,0.514731914148309,-0.971922349592707,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,1,0,0.9621071112837616,1,1,0.9434451015396065,1.311999253526534,0,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
0,1,1,-0.6258743270587842,1,1,0.1408541344465963,-0.4998374273174076,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,1,-0.8701791637268682,1,1,0.05278514633908157,-0.6803236069249036,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,0,0,-1.0330490548389242,1,1,0.15913260367645773,-0.7771994589852312,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,1,1.4914342573979436,1,0,-1.4809445899483886,-0.3837364973020684,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,-0.5444393815027563,1,1,0.7058250015514067,-0.3308509786106706,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,1,1,-1.1959189459509803,1,1,0.5163935931692054,-0.8969644107463016,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,1,1,0.8806721657277337,1,0,-1.4742978738648027,-0.5259049555204715,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,1,0,1.2064119479518456,1,1,-1.3629653794647372,-0.36866103433619835,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0,0,-0.34085201761268624,1,1,0.8570377924529882,0.0002794685547512613,1,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
0,1,1,1.2064119479518456,1,1,0.18904282605259493,0.8910782011705418,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
0,0,0,-0.6258743270587842,1,0,0.032844998088323744,-0.5168111184166083,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,-0.9516141092828962,0,1,-1.3347168361094965,-0.9234292425121556,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,1,1.2878468935078735,1,0,0.1491625295510788,0.9561035509471938,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True
0,0,0,-1.2366364187289942,1,1,0.37016583933031366,-0.9440669553570876,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,1,-1.2773538915070082,1,1,-0.6285032522284836,-0.9871081746593521,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,0,-0.6665917998367983,0,1,-0.4922455725149705,-0.6496870877497531,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
0,1,0,1.6135866757319857,1,0,-1.3330551570886002,-0.19947593384806625,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,-0.09654718094460228,1,0,0.8520527553902989,0.2378228542629414,0,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
0,1,0,0.6770848018376636,1,1,1.1993436707576672,1.1325063328260134,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,1,0,1.1656944751738316,1,0,0.35188737010045174,1.0803933488400408,0,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False
0,1,1,0.5956498562816357,1,0,0.7457052980529227,0.7661483030931996,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,-0.5037219087247422,1,0,-0.012020335475881591,-0.38993884736562556,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,1,1,0.06632271016745371,1,0,0.4499264323333454,0.12465755612821824,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,1,1,1.5321517301759575,1,0,-1.3313934780677035,-0.26311072115495265,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,1,0.8806721657277337,1,1,1.3655115728473173,1.564816753981989,0,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False
1,1,0,1.1656944751738316,1,1,1.1145980406919458,1.670720225885715,0,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,0,0,-1.1959189459509803,1,1,0.4050610987691401,-0.9065217686734198,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,-0.7887442181708402,1,0,-1.5058697752618362,-0.8880692254238336,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,0,-0.6665917998367983,1,1,1.0431458427933966,-0.33228568592074603,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,1,1,-1.1959189459509803,1,1,-0.2014517438580828,-0.9329203831788089,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0,0,-0.3001345448346723,1,1,-1.4826062689692852,-0.770577732938729,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,-0.09654718094460228,1,1,-0.008696977434088779,-0.1736953471070175,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,1,0,-0.46300443594672824,0,0,-1.2051058724795696,-0.7295230314504152,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,-1.2773538915070082,1,0,-0.6467817214583452,-0.9873509712810571,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,-0.7073092726148122,1,0,-1.5075314542827327,-0.8796375609246209,1,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,1,0,-0.38156949039070026,1,1,0.8537144344111953,-0.07269195247770345,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,1,1,0.5142149107256077,1,1,1.3422480665547667,1.0810996662850008,0,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,1,1,-0.34085201761268624,1,0,0.6111092973603063,-0.10986190801873601,0,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
0,0,0,-0.8701791637268682,1,0,0.8437443602858165,-0.5712196340987017,1,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
0,0,0,-1.2773538915070082,1,0,-0.6550901165628278,-0.9874613333818322,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,0,0.9621071112837616,1,0,1.277442584739803,1.528485550406847,0,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,0,-1.2773538915070082,1,0,0.3668424812885204,-0.9738867949865025,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,-1.2773538915070082,1,0,-1.5058697752618362,-0.9987624125011961,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0,0,-1.0330490548389242,1,1,0.4831600127512754,-0.7764048518596509,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,1,0,0.9213896385057476,1,0,0.7988790267216106,1.1139434274756521,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False
0,0,0,-1.2366364187289942,0,1,-1.1253452794765375,-0.98128105573843,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,1,1,1.6135866757319857,1,1,0.7025016435096139,1.6902322453027416,0,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False
1,0,0,0.5142149107256077,0,0,-1.0156744640973683,-0.30253206355179607,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
0,0,0,0.5956498562816357,1,0,-1.4826062689692852,-0.545505264618118,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0.5549323835036216,1,0,1.0132356204172592,0.9457074410541852,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False
0,0,0,-1.2366364187289942,1,1,-0.4806138193686952,-0.9664042445539551,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,0,-1.2366364187289942,1,1,0.5114085561065163,-0.9214647971183598,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,1,0,-0.8294616909488542,1,1,-0.44904191797166154,-0.7371380164038928,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,1.4507167846199296,1,1,0.8254658910559546,1.6976706508949793,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,1,1,1.4914342573979436,1,1,1.011573941396363,1.9378627270217699,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False
1,0,1,0.9621071112837616,1,0,0.9982805092291908,1.3165682444986206,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False
1,0,0,-1.1552014731729663,1,1,0.514731914148309,-0.8732807039199787,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,1.2878468935078735,1,1,0.37681255541389924,1.119902980917504,0,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
0,1,0,1.0842595296178037,1,1,1.5084159686444167,1.8391327916684217,1,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
0,1,1,1.2064119479518456,1,0,1.6878773029012386,2.1530026062726275,0,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,1,1,1.2471294207298596,1,0,-1.3330551570886002,-0.31228807326030933,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0,0.8399546929497197,0,1,-0.37094300398952595,0.263669658264455,0,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False
0,1,1,-1.114484000394952,1,0,-1.5058697752618362,-0.969361948854726,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,1,0,0.6770848018376636,1,1,0.7789388784708527,0.8288339763334207,0,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
0,1,1,1.2064119479518456,1,1,1.2093137448830467,1.9231404227783806,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
0,1,0,0.9213896385057476,1,0,-0.26459554665215,0.3664609189263249,0,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
1,1,0,1.5728692029539715,1,1,1.151154979151669,2.1570639315811495,0,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
0,1,1,1.6135866757319857,1,1,-1.4842679479901817,-0.4218776393299213,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,1,1,0.1477576557234817,0,0,-0.13498458302222277,-0.02091005479405589,0,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
0,1,0,-0.3001345448346723,1,1,-1.456019404634941,-0.788765407146455,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
1,1,0,1.6135866757319857,1,1,1.6646137966086876,2.664597160625391,0,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,0,0.1477576557234817,1,1,-1.512516491345422,-0.7072519595140127,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0,0,-1.2773538915070082,1,1,-0.06519406414456991,-0.9796256242268044,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,1,0,1.6135866757319857,1,1,1.353879819701042,2.3229381690460302,0,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False
0,1,1,1.0842595296178037,1,0,-1.4925763430946641,-0.48279751895774187,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,1,0,-1.0330490548389242,1,1,0.8221425330141617,-0.708620449563623,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,-1.2773538915070082,1,0,0.3103453945780392,-0.9746372572717729,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
0,1,1,-0.09654718094460228,1,1,1.420346980536902,0.4240478631107392,0,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
0,0,0,1.2878468935078735,1,0,-1.5025464172200433,-0.4598863468368441,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,1.2471294207298596,1,0,0.1342074183630102,0.8076003081443038,0,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
1,1,0,1.6135866757319857,1,0,0.6543129519036153,1.5971307770889203,0,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False
0,1,0,-0.9923315820609102,1,0,0.34025561695417644,-0.7279338171992545,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,1.2064119479518456,1,0,0.6559746309245116,1.2851812630381998,0,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,1,1,1.4099993118419156,1,1,1.5433112280832433,2.317111050125108,0,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,0,-1.0737665276169381,1,0,-0.6650601906882067,-0.8877381391215086,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,1,1.5321517301759575,1,1,0.5263636672945844,1.4030479866659396,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False
1,0,0,-0.5037219087247422,1,0,0.5296870253363777,-0.2947625716572334,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,-1.114484000394952,1,0,0.36019576520493424,-0.829665601693684,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,1,-0.34085201761268624,0,0,-0.23800868231780586,-0.40355753060126515,0,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
0,1,0,-0.8701791637268682,1,1,-0.6883236969807578,-0.7938199913619518,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,1.6135866757319857,1,1,1.5233710798324849,2.507551891222512,0,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,1,1,1.3692818390639017,1,1,-0.21806853406704782,0.674922990592554,0,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
0,1,1,0.5142149107256077,1,1,0.5396570994617566,0.5525534932531926,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True
0,1,1,1.4914342573979436,1,0,-1.4975613801573535,-0.3906893096508957,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,1,0,-0.7073092726148122,1,1,0.6925315693842344,-0.41335768515008847,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,-0.17798212650063028,1,1,-0.17320320050284246,-0.2805258606572536,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,0,0,1.5321517301759575,1,0,1.6878773029012386,2.5805674570952775,1,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False
0,0,0,0.1477576557234817,1,1,0.35853408618403787,0.17579935362737045,0,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True
1,0,0,-0.6665917998367983,1,1,0.7257651498021644,-0.44185317957020304,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,-0.5851568542807702,1,1,0.6792381372170627,-0.32138191036417235,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,1,0,0.06632271016745371,1,1,1.0929962134202915,0.4086192414223891,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,1,1,0.39206249239156565,0,1,-0.6534284375419311,-0.10279873356913354,0,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
0,0,0,0.6363673290596497,1,1,0.20565961626155996,0.5947559605895667,0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
0,1,0,0.5956498562816357,1,1,1.4884758203936586,1.2548758301653746,1,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
0,1,1,0.2699100740575237,1,1,0.8238042120350582,0.5264418202098187,1,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
0,1,1,-0.8701791637268682,1,0,-1.4576810836558376,-0.9180435719943337,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0,-1.0330490548389242,1,1,-1.489252985052871,-0.942234944484222,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,-1.1959189459509803,1,0,-1.3347168361094965,-0.9692295143337961,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,-0.9923315820609102,1,1,0.06441689948535737,-0.7517499585465076,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,0,1,-1.2773538915070082,1,1,-1.5058697752618362,-0.9987624125011961,1,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,1,1,-0.015112235388574289,1,0,0.9982805092291908,0.37506916278677777,0,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True
0,1,1,1.1249770023958177,1,1,0.03616835613011656,0.7267931779568215,0,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
0,1,0,-0.9108966365048822,1,1,-1.489252985052871,-0.924466646259441,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,1,0,1.5728692029539715,1,1,-1.3330551570886002,-0.2524055973797741,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,1,1,-1.1552014731729663,1,0,-1.475959552885699,-0.9736439983647975,1,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,-1.2773538915070082,1,1,0.1491625295510788,-0.9767782820268086,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,1,0.4327799651695797,0,1,-0.44904191797166154,-0.05752819983121337,0,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
0,1,0,1.0842595296178037,1,1,1.154478337193462,1.6241694917788045,1,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
0,1,0,-0.38156949039070026,1,0,-0.34934117671787146,-0.46809728713450693,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
0,1,0,1.6135866757319857,1,0,-1.5075314542827327,-0.3467431211222759,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,1,0,-0.4222869631687143,1,1,-0.28287401588201144,-0.43690895745548136,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
0,0,0,-1.2773538915070082,0,1,-1.3164383668796351,-0.9962461566035251,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,1.4914342573979436,1,0,-1.356318663381151,-0.25110332459062873,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,0.7178022746156777,0,1,-0.9757941675958524,-0.2352994717596433,0,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1,0,0,-1.2773538915070082,0,1,-1.3147766878587386,-0.9962240841833703,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,-1.2366364187289942,1,1,-0.6567517955837242,-0.9647708854624846,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,0,-0.7073092726148122,1,0,0.35188737010045174,-0.5153322662662229,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
